created at,tweet,retweet,favorite,sentiment
2019-06-08 02:13:33,Women Flap Messenger Bags Bolsa Feminina Women Shoulder Bag Female Causal Totes Luxury Handbags New Design Crossbod… https://t.co/CNSBGS7xtx,0,0,positive
2019-06-08 02:13:10,#GOALKEEPER SHRED GODDESS! Photo taken TODAY 6/7/19 at SOCCER BABE PHOTO  SHOOT! Personalized Autographed 8x10 HOT… https://t.co/wOZ7DhNVnk,0,1,positive
2019-06-08 02:13:09,#FollowBack #AndyMurray #Football #Tennis #Sport #Sports #Keyrings Pls Follow &amp; RT!!!!!,0,0,neutral
2019-06-08 02:12:12,#GOALKEEPER SHRED GODDESS! Photo taken TODAY 6/7/19 at SOCCER BABE PHOTO SHOOT! Personalized Autographed 8x10 HOT K… https://t.co/p5zGs1g7hy,0,1,positive
2019-06-08 02:04:13,50pcs/lot sea Fishing box LUSHAZER offset hook 2#1#1/0#2/0#3/0carp snap fishing big hooks tackles accessories free… https://t.co/Ecmznh7xjm,0,0,positive
2019-06-08 01:57:43,"Before the start of 24hr ocrwc. Do I look nervous? No, because I'm not.

#ocr #ocrathlete #enduro #24hr #getagrip… https://t.co/U0Pq9qW81T",0,0,neutral
2019-06-08 01:53:55,"Reposted from @bushido9840  -  @eds_manifesto ..you already know...⚔🤘
.
.
.
https://t.co/Er2WB4XYGU .
.
.… https://t.co/7czEuhSf55",0,0,neutral
2019-06-08 01:52:19,"Pure flow
3000/-°
°
MPESA Buy Goods Till 738432•
WhatsApp or Call 0796548935•
Delivery charges apply•
||Shop7 2nd f… https://t.co/HEAuMdytaB",0,0,positive
2019-06-08 01:52:17,"Alvord 10
3000/-°
°
MPESA Buy Goods Till 738432•
WhatsApp or Call 0796548935•
Delivery charges apply•
||Shop7 2nd f… https://t.co/LeBXGhOlqh",0,0,neutral
2019-06-08 01:50:06,"Hockey: 2019 NHL Draft Preview: Spencer Knight, USA Goaltender &gt; &gt;&gt; https://t.co/rfYxvAYqXX #sport https://t.co/yKQZMpwMSj",0,0,neutral
2019-06-08 01:46:04,France enjoy dream start as women’s World Cup kicks off https://t.co/NQvggxm6zY #Sport #Football #France,0,0,positive
2019-06-08 01:44:12,"Juuuuust right.

Read more: https://t.co/TiypAkqQfd

#funny #meme #facts #news #viral #trending #fortnite #F… https://t.co/baPB9Jqp93",0,3,positive
2019-06-08 01:42:23,LED Pineapple Shaped Night Lights Fairy String Light Curtain Fruit Lamp Party Bedroom Home Decoration… https://t.co/MkbL6ckibO,0,0,positive
2019-06-08 01:38:37,"#NBA Finals #basketball 🏀 time...
.
Watching games, just as attending the classroom... there is always something th… https://t.co/w4LekTmeCm",0,1,neutral
2019-06-08 01:34:10,"Lewis Hamilton crashes in Canada GP practice; Ferrari's Leclerc and Vettel top - https://t.co/T2lPPpih7W
#LiveSportToday #Sport #Scores",0,0,positive
2019-06-08 01:33:22,"YAHWIGGS
SOLD to @YahWiggs

one of my recent project
Hope you enjoy 😁

Lets contact me on
Rahmatadigunadidin@gmail.… https://t.co/SWkmey9hYr",0,5,positive
2019-06-08 01:30:36,2 in 1 Multifunction Hard Car Window Seat Safety Security AUTO Emergency Escape Life-Saving Hammer Belt Cutter Tool… https://t.co/z9L4xPu1pw,0,0,negative
2019-06-08 01:30:35,"Tomato Slicer Fruits Cutter Assistant Tomato Lemon Shreadders Slicer $8.99 https://t.co/src5P8b9G6
#fashion|… https://t.co/wxkM6bNm2N",0,0,neutral
2019-06-08 01:26:50,"Are you interested in Female Hockey? Contact the office for more information 🏒 
•
•
•
•
•
•
#chilliwackhockey… https://t.co/6Opbeqd09j",0,0,positive
2019-06-08 01:26:29,Last nights Wirayudha Pencak Silat Martial Arts Training at Hybrid MMA Gold Coast QLD #GoldCoast #QLDER #Queensland… https://t.co/A2isTO2hgo,0,0,neutral
2019-06-08 01:26:11,"#archives - Never gets old

Read more: https://t.co/6ujUm3rHrq

#funny #meme #facts #news #viral #trending… https://t.co/BQXMo4yUPW",0,3,positive
2019-06-08 01:24:43,"The Simple Sports Pants👖 Sporty pants are also different style.🏃‍♂️🏃‍♀️
#pant #pants #design #swag #street… https://t.co/VE7zns87xt",2,1,neutral
2019-06-08 01:20:00,"Lennox Lewis Stops Iron Mike Tyson This Day June 8, 2002
 
Lennox Lewis 249¼ lbs
Mike Tyson 234 lbs
KO 2:25 8
Memph… https://t.co/6ihwg0quA6",3,6,neutral
2019-06-08 01:18:28,I endorse this statement 💯. You should learn that evolving for the better is a continuous lifetime process crimefor… https://t.co/myDHOdc3J3,0,0,positive
2019-06-08 01:15:04,Basketball: Analysis: What's next for Warriors after Kyle Lowry in.. https://t.co/JtgoOECOuy #sport https://t.co/CsxGieLsSK,0,0,neutral
2019-06-08 01:14:31,"How pretty is that?

 #shopping #fashion #kids #electronics #watches #sport #outdoor https://t.co/HbiMJDKlSf",0,0,positive
2019-06-08 01:13:46,#FollowBack #AndyMurray #Football #Tennis #Sport #Sports #Keyrings Pls Follow &amp; RT!!!!,0,0,neutral
2019-06-08 01:09:00,"""Superman"" and ""Wonder Woman"" have given the #STRun the thumbs up! Be like these superheroes. Sign up at… https://t.co/9MNqfbG345",1,1,neutral
2019-06-08 01:04:04,#sport #sportoutfit Waterproof Cycling Sport Backpack https://t.co/FaMn8iRo1M https://t.co/O9pMwbyN3k,0,0,neutral
2019-06-08 00:58:04,Barty looks to end 46-year Aussie drought in Paris https://t.co/4zlcuYlacY #Sport #Tennis,0,0,neutral
2019-06-08 00:56:18,"If you fail to prepare, you’re prepared to fail.– Mark Spitz #sport #quote",0,0,negative
2019-06-08 00:49:10,Chess Game Table Portable Wooden Chessboard Folding Board Chess Game for Party Family Activities With Latch for Eas… https://t.co/gGdHLfSJda,0,0,negative
2019-06-08 00:44:14,"Debbie is my spirit animal

Read more: https://t.co/zqpue3mU3f

#funny #meme #facts #news #viral #trending… https://t.co/upGRqX1coM",0,0,positive
2019-06-08 00:38:42,Nike #NBA Milwaukee Bucks Player Practice SS Training Jersey Large Tall White https://t.co/qd8yMdJv2i #sport https://t.co/yLEhNmYbkk,0,0,positive
2019-06-08 00:36:04,Hockey:Midwest - Barbashev suspended for Game 6 for illegal hit to t https://t.co/f8TbTfyMDh #sport https://t.co/0whvQNd3mi,0,0,negative
2019-06-08 00:33:55,"Day or night... we have the best sky❤️.
.
.
.
#futaleufu #futaleufú #patagonia #outdoors #river #rafting #adventure… https://t.co/88gCTCBiFq",0,0,positive
2019-06-08 00:32:53,"Q&amp;A: What could reform of European club football mean for the game? - https://t.co/qHTv1aTtsB
#LiveSportToday #Sport #Scores",0,0,negative
2019-06-08 00:32:45,"@DEADLIFTTIDEAD with get_repost
・・・
A thing of beauty markfelix66 350kg x 8 #powerlifting #yes #deadlift… https://t.co/Qwas8QkF85",0,1,neutral
2019-06-08 00:32:17,"#SOCCER BABE #SHREDS &amp; SCORES!!!

THE GREAT KAT GUITAR GODDESS Video taken TODAY 6/7/19 at #SOCCER BABE PHOTO SHOOT… https://t.co/Fpo1FOEOEV",3,3,positive
2019-06-08 00:25:07,"Stand out a little!

#basketball #shoes #women #sport #creative

https://t.co/i297FVikma https://t.co/wvWDDCByLM",0,0,positive
2019-06-08 00:22:29,"Go Walk 3
2500/-°
°
MPESA Buy Goods Till 738432•
WhatsApp or Call 0796548935•
Delivery charges apply•
||Shop7 2nd f… https://t.co/ViUifIxita",0,0,neutral
2019-06-08 00:22:25,#beach #sport Outdoor 6 In 1 Multifunctional Folding Tools https://t.co/28sf51ck7D,0,0,neutral
2019-06-08 00:22:12,"I'll make my own grill. With blackjack and hookers!

Read more: https://t.co/AMbNmzYlkK

#funny #meme #facts #news… https://t.co/E8uPAjRJjV",0,1,positive
2019-06-08 00:21:29,A thing of beauty markfelix66 350kg x 8 #powerlifting #yes #deadlift #conventionaldeadlift #sumodeadlift… https://t.co/1ZZlcryRk6,0,0,neutral
2019-06-08 00:17:52,I’m a couch potato this #longweekend watching feast of #sport @Socceroos @FAIreland    @ashbar96 reach… https://t.co/4wxeYPdlx9,0,2,neutral
2019-06-08 00:17:04,"Gone with the wind as Djokovic, Thiem blown off course at Roland Garros https://t.co/7BHpgWT8pW #Sport #Tennis",0,0,neutral
2019-06-08 00:13:19,#FollowBack #AndyMurray #Football #Tennis #Sport #Sports #Keyrings Pls Follow &amp; RT!!!,0,0,neutral
2019-06-08 00:13:10,"If at first you don’t succeed, you are running about average.– M.H. Alderson #sport #quote",0,0,positive
2019-06-08 00:11:20,"A quick after work.Heading into the weekend. Have a great weekend.

https://t.co/TunYgoE0LX

#coffeefriends… https://t.co/a2gPgZkuPo",0,0,positive
2019-06-08 00:10:44,Fashion Lace Long Gloves Black Beading Stretch Fingerless Embroidered Gloves Retro Gothic https://t.co/oXL4xgjw1e… https://t.co/2jAO2CNLvR,0,0,negative
2019-06-08 00:05:34,"#SOCCER BABE #SHREDS &amp; SCORES!!!

THE GREAT KAT GUITAR GODDESS Video taken TODAY 6/7/19 at #SOCCER BABE PHOTO SHOOT… https://t.co/Ikc63w4gJb",1,2,positive
2019-06-08 00:04:14,"#GOALIE #BEETHOVEN!
Photo taken TODAY 6/7/19 at #SOCCER BABE PHOTO SHOOT! Personalized Autographed 8x10 HOT KAT Glo… https://t.co/ACcPLeYthd",0,1,positive
2019-06-08 00:04:13,"Leaving the boys for a girl was a mistake

Read more: https://t.co/OQJGHpOovv

#funny #meme #facts #news #viral… https://t.co/OV166C9FEi",0,0,positive
2019-06-08 00:04:04,"#SOCCER BABE!
Photo taken TODAY 6/7/19 at SOCCER BABE PHOTO SHOOT! Personalized Autographed 8x10 HOT KAT Glossy Col… https://t.co/Bkdww85URT",0,1,positive
2019-06-08 00:00:53,24 years ago: F1's Greatest Lap All the times. VIDEO 1.2. PT 🏁 #ayrtonsenna #senna #f1 #sport #racing #motorsport… https://t.co/pXar2qkB9k,1,0,positive
2019-06-08 00:00:15,Fashion Classic REGINALD Brand Datejust Quartz Watch Men Fluted Bezel Vintage Roman Dial Full Stainless Steel Lumin… https://t.co/UVCu7GAeum,0,0,positive
2019-06-07 23:47:50,Asipartan 2Pcs/set Iron ring Red Wine Pourer Spout Wine Aerator Bottle Stopper Free Flow Pourers Barware Bar Access… https://t.co/rJuT7N7FiD,0,0,positive
2019-06-07 23:45:27,"When you think of luxury and fashion, you should think of alainfagnidi.official. His new fashion line demands atten… https://t.co/xe5tAszVB8",0,1,positive
2019-06-07 23:44:14,"When u r so high that any door becomes narnia

Read more: https://t.co/EUIQoNe03h

#funny #meme #facts #news #viral… https://t.co/TdjmizX1AC",0,1,positive
2019-06-07 23:41:13,"#GOALIE #BEETHOVEN! 
Photo taken TODAY 6/7/19 at #SOCCER BABE PHOTO SHOOT! Personalized Autographed 8x10 HOT KAT Gl… https://t.co/0LIxv5m8Fp",0,2,positive
2019-06-07 23:30:11,"TEAMWORK @FastAndieRacing 

#nhra #Motorycle #osborn #girlpower #motorsports #motorcycle #dragracing #bike #crazy… https://t.co/Fc61axMte8",0,0,negative
2019-06-07 23:29:41,"Saracens win Champions Cup: What lies ahead for Mark McCall - https://t.co/BKVQqdJQcL
#LiveSportToday #Sport #Scores",0,0,positive
2019-06-07 23:27:05,NHL:Blues penalty kill has them on verge of Cup - Special team: B =&gt; https://t.co/SMNYEKEJMF #sport https://t.co/qhFIXHwwjJ,0,1,positive
2019-06-07 23:23:17,"#SOCCER BABE! 
Photo taken TODAY 6/7/19 at SOCCER BABE PHOTO SHOOT! Personalized Autographed 8x10 HOT KAT Glossy Co… https://t.co/8OHK9eKQqy",0,3,positive
2019-06-07 23:22:09,Tough and rugged Canvas Nylon Watch Band For Apple Watch. Expertly made from top quality canvas nylon and Genuine L… https://t.co/vtpm5bpQHC,0,1,positive
2019-06-07 23:20:10,"Sleek Modern Design Silicone Sport Watch Band for Apple Watch. Safe and soft, lightweight and durable. An innovativ… https://t.co/4uX5RKACZX",0,0,positive
2019-06-07 23:18:42,"Lifestyle Canvas Jeans/Camo Watch Band for Apple Watch. Available in black, blue and camo. Made from tough and exce… https://t.co/TYTleFengV",0,1,negative
2019-06-07 23:16:38,Stylish Silicone Dual Color Sports Watch Band. Clasp Type: Metal Buckle. Large variety of colors. #yoobandz… https://t.co/CsFflWwL9D,0,0,positive
2019-06-07 23:13:41,#FollowBack #AndyMurray #Football #Tennis #Sport #Sports #Keyrings Pls Follow &amp; RT!!,0,0,neutral
2019-06-07 23:09:44,REAVE CAT New 2018 Women boots Velvet Inside Warm Winter Snow boots Female booties Flat Platform Women Mid-Calf boo… https://t.co/cYWQKfC1YD,0,0,positive
2019-06-07 23:09:04,@Nike for sport!  For equality! @BCNGBF @Caa_1962 @FinaUsatorre @FIFAWWC @FIFAWorldCup @Futfem #futbol #sport #esport #deporte,0,0,neutral
2019-06-07 23:08:03,"Check daily updated team news for 100+ leagues worldwide.
#football #soccer #sport #fussball #nba #nhl #basketball… https://t.co/PpDWPrFZaE",0,0,neutral
2019-06-07 23:05:04,"Sport &gt; Warriors forward lobbying hard to play in Game 4, report sa- https://t.co/ub3ZVgEinr #sport https://t.co/qeDc5ALbj5",0,0,negative
2019-06-07 23:03:20,JEXXI Fashion 925 Sterling Silver Girls Women Stylish High Quality Blue Stars Crystals Drop Earrings Romantic Chris… https://t.co/JIfJIxSYj2,0,0,positive
2019-06-07 22:58:01,The Business Accelerator we designed with @Athlete365 is a solid way to help athletes with dual-careers &amp; career tr… https://t.co/5cLXah1u60,0,0,neutral
2019-06-07 22:51:25,"ORIENT: Quartz Sports Watch, Metal Strap - 46.0mm

#orientwatch #orientwatches #wristwatch #CHRONOGRAPH #SPORT… https://t.co/iBd0UR8uKD",0,0,neutral
2019-06-07 22:51:06,"League News: The New York Jets re-signed free-agent RB Bilal Powell to a one-year contract. 

#nfl #nflnews… https://t.co/aEnvJCLuti",0,1,positive
2019-06-07 22:50:01,100pcs/lot Plastic Transparent Cellophane Polka Dot Candy Cookie Gift Bag with DIY Self Adhesive Pouch Wedding Birt… https://t.co/SUn11ExJD4,0,0,neutral
2019-06-07 22:49:12,"🔥🔥 maderobovary 🔥🔥 by 🤓🙋🏻‍♂️📸 🔜🔜.
.
#cool #girl #model #top #amazing #beauty #fit #body #skin #eyes #hair #sporty… https://t.co/8HjqYe0fws",1,0,positive
2019-06-07 22:48:53,"🔥🔥 maderobovary 🔥🔥 by 🤓🙋🏻‍♂️📸 🔜🔜.
.
#cool #girl #model #top #amazing #beauty #fit #body #skin #eyes #hair #sporty… https://t.co/xlJYfx7aFu",0,0,positive
2019-06-07 22:48:33,"🔥🔥 maderobovary 🔥🔥 by 🤓🙋🏻‍♂️📸 🔜🔜.
.
#cool #girl #model #top #amazing #beauty #fit #body #skin #eyes #hair #sporty… https://t.co/l5n9B6uoHu",0,0,positive
2019-06-07 22:47:08,Body Piercing Pliers Tool Ear Lip Navel Nose Tongue Septum Sponge Forceps Clamp For Lip Nipple Nose Studs Rings… https://t.co/IE2hCJBVn0,0,0,neutral
2019-06-07 22:45:11,Original New Arrival Authentic Nike AIR MAX 97 OG Women Cherry Powder Bullet Full Palm Cushion Running Shoes Sport… https://t.co/oxYjCLnB1Q,0,0,positive
2019-06-07 22:45:07,Well regarded prep school near Watford seeks Sports Gap Student. Great career opportunity within sports teaching th… https://t.co/YLlvAM9f4c,0,0,positive
2019-06-07 22:44:22,"@Chigago_Legends Owner Aramus Brown bought his team to the World Club Basketball Tournament 2018. 

Hear what he ha… https://t.co/QP4dKUnbfk",1,3,neutral
2019-06-07 22:43:58,"Flexible Shaft Bit Extension Screwdriver Bit Holder Connecting Link https://t.co/ivkLiicfS3
Normal Price R96.95 Sal… https://t.co/VpDzy2hJ5K",1,1,positive
2019-06-07 22:43:12,"When the party is boring and you need to set the mood

Read more: https://t.co/TujMm52NGz

#funny #meme #facts… https://t.co/zugZhMzOZ1",0,1,negative
2019-06-07 22:40:41,100% original High Speed USB Port 58mm Thermal Receipt Pirnter POS printer Low Noise Mini Printer… https://t.co/nozlWLWsQk,0,0,positive
2019-06-07 22:38:37,#NBA Youth Boys Short Sleeve Mesh Fashion Top |XL https://t.co/SBjlQdYoko #sport https://t.co/kXQ3L9crNA,0,0,positive
2019-06-07 22:37:48,Summer Hat Lady Large Brim Gradient Color Flower Sun Hat Anti-UV Adjustable Beach Hats Elegant Girls Vacation Tour… https://t.co/ZcAdBYHk7R,0,0,positive
2019-06-07 22:36:20,Winter Jacket Women Big Fur Hooded Parka Long Coats Cotton Padded Ladies Winter Coat Women Warm Thicken Jaqueta Fem… https://t.co/8RsB8CQnBZ,0,1,positive
2019-06-07 22:29:34,"Nike Air Max 270 Women's Running Shoes, Outdoor Sneakers Shoes, Yellow Pink, Breathable Lightweight AH8050-118 AH80… https://t.co/pYv5w8Kmfj",0,0,negative
2019-06-07 22:26:01,"@vincentwilson28 I was there at 2.15 with our girls team , we played a Westport team in the final, lost unfortunate… https://t.co/QIka3SO7fE",0,1,negative
2019-06-07 22:25:38,"Our shop's #SiSport is coming along nicely. These 10th gens are really starting to grow on me. 
#honda #civic… https://t.co/RuYsmcItzT",0,0,positive
2019-06-07 22:22:39,"Saturday 8th June 2019
Newspaper back pages #Sport #BackPages #tomorrowspaperstoday https://t.co/dT2ZuOJaZ4",0,2,neutral
2019-06-07 22:21:38,2018 Autumn Winter Cute Jumpsuit Baby Newborn Snowsuit Boy Warm Romper Down Cotton Girl clothes Bodysuit hooded coa… https://t.co/UdSgd654ev,0,0,positive
2019-06-07 22:20:13,#sport #sportoutfit 1000 ml Outdoor Water Bottle with Straw https://t.co/sd4a33gc5O,0,0,neutral
2019-06-07 22:19:33,Barty to use Dellacqua experience in final https://t.co/SNLwbO8Rvj #Sport https://t.co/IzgWZngNz5,0,0,neutral
2019-06-07 22:19:04,Hosts France enjoy winning start as women’s World Cup kicks off https://t.co/EMyf4v6wkO #Sport #Football #France,0,0,positive
2019-06-07 22:18:10,Sooooo the New energy drink is sport &amp; Go! Tropical ginger twist flavor 🤔😉 #WakayaPerfection #Bulabobble #Nowweknow… https://t.co/2jeGA93XvP,0,0,positive
2019-06-07 22:15:12,"Not mine... btw, fu** apple

Read more: https://t.co/b8tF8u1iai

#funny #meme #facts #news #viral #trending… https://t.co/7RaGZH9WUO",2,1,positive
2019-06-07 22:14:04,Hockey&gt; Boston Bruins head coach Bruce Cassidy called the NHL's o... https://t.co/Zaj8xLZb77 #sport https://t.co/IKODDODicT,0,0,neutral
2019-06-07 22:09:17,Daisuke Mori at the Team World Cup 2019 https://t.co/jqkxgomnxn #gymwheel #germanwheel #rhönrad #gymnast #gymlife… https://t.co/GgeYerpuit,0,1,neutral
2019-06-07 22:08:03,Do what you love and work won't feel like work... #ChooseToFly #iFLY #iflyTV #iflywestchester #indoorskydiving… https://t.co/Osiplt9uY9,1,0,positive
2019-06-07 22:07:21,#FollowBack #AndyMurray #Football #Tennis #Sport #Sports #Keyrings Pls Follow &amp; RT!,0,0,neutral
2019-06-07 22:04:35,The World Cup started today. Bring on some great football and gripping matches ⚽️ #football #soccer #worldcup2019… https://t.co/EQIKFnVGQ1,0,0,positive
2019-06-07 22:04:32,"exercise will help you as long as you do it and don’t just watch it being done by others
https://t.co/DC0Zwc9Jas… https://t.co/bN6VcTiBYd",0,0,negative
2019-06-07 22:04:06,Sport: Real Madrid completes signing of Chelsea star Eden Hazard...https://t.co/10wnC8GCso #sport https://t.co/MGz7hwBZhD,0,0,positive
2019-06-07 22:02:37,#sport #sportoutfit Cotton Baseball Cap with Embroidery https://t.co/IZ1PD66yMx,0,0,neutral
2019-06-07 22:01:06,Sport: Carson Wentz contract won't affect timing of Jared Goff's dea https://t.co/v6sYPebKda #sport https://t.co/ixjlNIT8F5,0,0,neutral
2019-06-07 22:00:37,Here’s Women’s power for you mojoers :) Have a good night!@mojofestival @nuigalway #MojoFest #mojofest2019 #women… https://t.co/dYPBfCG9fs,1,8,positive
2019-06-07 22:00:00,"#Sport &amp; #Lifestyle Biz hosted by John Fry &amp; @amelrachedi7 - #Motorsport Xtra, Dave Caldwell - #Boxing (part 2), An… https://t.co/mTIrK3G1gF",0,0,neutral
2019-06-07 21:59:44,"*Mic drop* 
@shaneduffy @FAIreland @KatiePrice #ireland @VirgilvDijk #sport #FridayFeeling https://t.co/1IGUDKup7L",0,0,neutral
2019-06-07 21:55:55,5A/5B/7A White Oak Drum Stick 1 Pair Durable Drop-Shaped Wooden Drumsticks Drum Instruments Accessories… https://t.co/Ov2LxjDN8e,0,1,neutral
2019-06-07 21:55:12,4PCS Newborn Baby Girls Clothes Long Sleeve Romper Tops Pants Headband Hat Outfit Set Mameluco Bebes Cute Floral Bo… https://t.co/B7ZfTcgjBA,0,0,positive
2019-06-07 21:52:19,Most people never run far enough on their first wind to find out they’ve got a second.– William James #sport #quote,0,0,positive
2019-06-07 21:52:06,#QPR: Queens Park Rangers' #Loftus Road #stadium will be renamed The #KiyanPrince Foundation #Stadium from the star… https://t.co/XCAo47NAhX,0,0,neutral
2019-06-07 21:51:38,"The Sport Might Be Fantasy, But The Money You Are Going To Win is REAL! #sport #predictions #simulator https://t.co/u9UW24JWxj",0,0,positive
2019-06-07 21:51:27,"The Sport Might Be Fantasy, But The Money You Are Going To Win is REAL! #sport #predictions #simulator https://t.co/Jnhtv0uQL6",0,0,positive
2019-06-07 21:50:42,"F100_UK at lyddcircuit. Weekend with f100_90s .
.
#InternetRacingSchool
#motorsports #racing #karting #kartrace… https://t.co/OqPXqEMDFA",0,0,neutral
2019-06-07 21:49:10,Done Deal: Real Madrid have confirmed the signing of @hazardeden_10 from @chelseafc on a deal until 2024 ✍️✍️✍️… https://t.co/Pq4Bm5lQbd,0,1,positive
2019-06-07 21:37:35,"Falz X Dice Ailes - Alakori
#PressPlay #Alakori #IbCity #AfroPop #AfroBeats #newmovies #Trending #sport #newfilms… https://t.co/x6KZs63IzH",0,1,neutral
2019-06-07 21:36:14,"Whatever your destination, make sure you have the right clothes at the right price 😎👌 --&gt; https://t.co/aO87EnvWFY O… https://t.co/G7IGezj4dU",0,0,positive
2019-06-07 21:35:18,"Sports Intro - After Effects Template Projects

Youtube : https://t.co/oiyfexCqzk 
Template :… https://t.co/yXKxZ3tg51",0,0,neutral
2019-06-07 21:27:49,GoVbs 🎶🔊💥#goodday #brother #travel #interiordesign #speed #carlove #goodmorning #tbt #lights #world #nature… https://t.co/dAVDtywP0A,0,3,neutral
2019-06-07 21:25:22,"France 4-0 South Korea: Women's World Cup hosts open with one-sided victory - https://t.co/yJGobNIge2
#LiveSportToday #Sport #Scores",0,0,neutral
2019-06-07 21:25:15,#SUP SUP Board VIAMARE 330 cm inflatable / Stand up Paddleboard aufblasbar https://t.co/UOykvltrhy #StandUpPaddle #sport #paddleboarding,0,0,neutral
2019-06-07 21:23:12,"You MFs needs Satan!!

Read more: https://t.co/kfkukNiNYs

#funny #meme #facts #news #viral #trending #fortnite #F… https://t.co/aFA9LLCqJT",0,3,positive
2019-06-07 21:22:38,Back with @PontyButchers7s tomorrow at @oldpensSevens . Can not wait to be involved again ! #coach #monthepens… https://t.co/lGH6nJ7XbW,2,3,neutral
2019-06-07 21:22:17,"Portable Gas Turbo Torch Propane Brazing Plumbing Gun Fire Lighter Welding Tool https://t.co/qKrQabw430
#fashion|… https://t.co/5Rgvu4ATda",0,0,neutral
2019-06-07 21:19:08,Fly Fishing Kits 2.7M 9FT Fly Fishing Rods 5/6 WT CNC-machined Aluminum Fly Reel with Fishing Lures and Lines Rod C… https://t.co/NJUuIp0zP4,0,0,positive
2019-06-07 21:18:38,So #TheBostonBrit got to help out #TheGG3x3 on editing this little piece for their annual #Ball4Life Youth Clinic… https://t.co/1nRyGmGxB2,4,5,negative
2019-06-07 21:17:04,Hosts France enjoy winning start as women’s World Cup kicks off https://t.co/9VstrFqr6L #Sport #Football #France,0,0,positive
2019-06-07 21:15:24,"BREAKING: The Houston Texans fired GM Brian Gaine. 

#nfl #nflnews #nfllive #nflupdates #nflnow #nflnetwork #espn… https://t.co/jUU35ZXm08",0,1,neutral
